"last_name","first_name","emp_no","dept_name"
"Ossenbruggen","Hyuncheol","491393","Sales"
"Rothe","Mingdong","434295","Sales"
"Dulli","Berry","291609","Sales"
"Kamber","Stein","494744","Sales"
"Beausoleil","Alper","410265","Sales"
"Cheshire","Tzu","267170","Sales"
"Makrucki","Valery","418588","Sales"
"Nitsch","Bernice","86087","Sales"
"Munawer","Thodoros","260053","Sales"
"Ellozy","Stepehn","56137","Sales"
"Kalloufi","Takushi","25072","Sales"
"Ciolek","Yoshinari","103048","Sales"
"Copas","Anestis","97347","Sales"
"McAffer","Shunichi","10670","Sales"
"Butner","Shigeaki","421022","Sales"
"Baig","Munehiro","264439","Sales"
"Beilner","Charlene","83468","Sales"
"Stasinski","Adin","33779","Sales"
"Rando","Zito","95436","Sales"
"Iwayama","Itzchak","213228","Sales"
"Weedon","Mingdong","13700","Sales"
"Motley","Guangming","97826","Sales"
"Moehrke","Wilmer","17732","Sales"
"Raney","Marsha","297421","Sales"
"Yamaashi","Shao","247855","Sales"
"Remmers","Tesuya","11706","Sales"
"Curless","Sorina","40541","Sales"
"Gruenwald","Zeljko","227162","Sales"
"Munke","Xiadong","200242","Sales"
"Cannane","Tamiya","442356","Sales"
"Conta","Eran","257505","Sales"
"Azevdeo","Koldo","269177","Sales"
"Denna","Utpal","108353","Sales"
"Neimat","Vishv","104520","Sales"
"Heuser","Chaitali","245224","Sales"
"Domenig","Adil","216106","Sales"
"Olano","Kerhong","32479","Sales"
"Ferretti","Qiwen","474620","Sales"
"Demizu","Sanjai","418430","Sales"
"Openshaw","Marit","427977","Sales"
"Denis","Ewing","491562","Sales"
"Kroon","Zhilian","68567","Sales"
"Camurati","Vishu","207684","Sales"
"Kaelbling","Weiru","106895","Sales"
"Muchinsky","Marlo","294190","Sales"
"Ibel","Apostol","299619","Sales"
"Rosay","Elzbieta","404202","Sales"
"Klyachko","Boaz","27663","Sales"
"Peral","Vishv","252620","Sales"
"Lamma","Marc","238627","Sales"
"Narahara","Gregory","404831","Sales"
"Ravishankar","Aris","420324","Sales"
"Vendrig","Leif","432073","Sales"
"Marakhovsky","Zeydy","85734","Sales"
"Khamsi","Boguslaw","413562","Sales"
"Limongiello","Sanjiv","212413","Sales"
"Narahara","Stafford","266679","Sales"
"Perelgut","Vesna","83114","Sales"
"Nastansky","Miomir","20462","Sales"
"Impagliazzo","Yefim","212503","Sales"
"Impagliazzo","Gad","100127","Sales"
"Back","Venkatesan","428881","Sales"
"Glowinski","Jeane","465993","Sales"
"Solares","Zejun","476013","Sales"
"Poujol","Vesna","29875","Sales"
"Giveon","Gen","105434","Sales"
"Gulik","Mahendra","464067","Sales"
"Salinas","Morris","90340","Sales"
"Capobianchi","Moon","270371","Sales"
"Brendel","Zengping","414319","Sales"
"Lueh","Yurii","221825","Sales"
"Yoshizawa","Vatsa","459016","Sales"
"Nittel","Serap","245171","Sales"
"Luce","Arvind","223846","Sales"
"Callaway","Kiam","70873","Sales"
"Aamodt","Jaideep","275120","Sales"
"Erva","Geoffrey","412731","Sales"
"Spell","Sanjai","249901","Sales"
"Nitta","Susanne","485696","Sales"
"Francisci","Serif","427433","Sales"
"Katzenelson","Kwangjo","33154","Sales"
"Selenyi","Conrado","23865","Sales"
"Ressouche","Yakichi","284665","Sales"
"Kambil","Nimmagadda","421163","Sales"
"Schaad","Kensei","462865","Sales"
"Wrigley","Genki","493750","Sales"
"Gyorkos","Shigenori","104203","Sales"
"Tsunoo","Mihalis","34265","Sales"
"Rahier","Pranjal","213962","Sales"
"Hofmeyr","Bokyung","433831","Sales"
"Gihr","Debaprosad","49315","Sales"
"Tagansky","Bodo","109963","Sales"
"Feinberg","Xiaobin","440855","Sales"
"Joslin","Serge","10561","Sales"
"Loncour","Zongyan","66181","Sales"
"Baalen","Chrisa","481272","Sales"
"Weiland","Nidapan","465047","Sales"
"Curless","Taisook","89085","Sales"
"Chiola","Baoqiu","50109","Sales"
"Luft","Miyeon","67400","Sales"
"Improta","Cathie","255216","Sales"
"Puoti","Barton","14238","Sales"
"Kruskal","Debaprosad","488841","Sales"
"Gruenwald","Armond","100956","Sales"
"Besancenot","Renny","421625","Sales"
"Kalsbeek","Moriyoshi","205874","Sales"
"Roohalamini","Muzhong","493667","Sales"
"Pettis","Youjian","30497","Sales"
"Ranum","Shigeichiro","216019","Sales"
"Oppitz","Jouko","211195","Sales"
"Sambasivam","Shahid","236274","Sales"
"Chvatal","Shuji","26049","Sales"
"Itzfeldt","Leaf","21568","Sales"
"Niizuma","Eberhardt","71715","Sales"
"Koyama","Gro","245506","Sales"
"Kalorkoti","Yurii","413899","Sales"
"Haraldson","Olivera","103517","Sales"
"Berztiss","Thodoros","53552","Sales"
"Beetstra","Dzung","23325","Sales"
"Gimbel","Aamod","294943","Sales"
"Vieth","Kristine","263078","Sales"
"McAlpine","Tayeb","269893","Sales"
"Takkinen","Kankanahalli","27217","Sales"
"Quadeer","Vishwani","82807","Sales"
"Soicher","Nimmagadda","298959","Sales"
"Baja","Yaghout","22117","Sales"
"Babb","Kish","457974","Sales"
"Cangellaris","Shai","488094","Sales"
"Slobodova","Radoslaw","429474","Sales"
"Sudbeck","Chaosheng","82660","Sales"
"Melton","Lena","105104","Sales"
"Krohm","Siamak","268301","Sales"
"Bottner","Filipe","253787","Sales"
"Riexinger","Alejandro","277419","Sales"
"Uchoa","Jiong","288478","Sales"
"Demizu","Shunichi","417879","Sales"
"Talmor","Shen","289590","Sales"
"Beznosov","Oksana","216464","Sales"
"Manderick","Wuxu","458623","Sales"
"Boissier","Gianluca","424517","Sales"
"Falster","Tzu","483726","Sales"
"Gyimothy","Along","37245","Sales"
"Breugel","Souichi","30551","Sales"
"Bernick","Woody","91584","Sales"
"Schmiedel","Radhia","287684","Sales"
"Herber","Hideo","495595","Sales"
"Angel","Dipayan","455869","Sales"
"Babu","Dekang","49920","Sales"
"Claffy","Cathie","61435","Sales"
"Quaggetto","Miomir","435987","Sales"
"Pouyioutas","Sedat","414252","Sales"
"Kermarrec","Paris","22278","Sales"
"Gadepally","Charlene","284821","Sales"
"Kitai","Lubomir","296184","Sales"
"Matzen","Malu","14882","Sales"
"Schmezko","Yahiko","415398","Sales"
"Akiyama","Kazuhito","277550","Sales"
"Akiyama","Hongzue","217250","Sales"
"Restivo","Honesty","275513","Sales"
"Pauthner","Bernice","473988","Sales"
"Gips","Yannis","254740","Sales"
"Wissmann","Toshimi","266590","Sales"
"Speckmann","Torsten","223171","Sales"
"Scharstein","Geraldo","259506","Sales"
"Stiles","Dekang","31807","Sales"
"Uehara","Kazuhide","452759","Sales"
"Georg","Taegyun","265981","Sales"
"Guardalben","Fox","415694","Sales"
"Lanzelotte","Heping","436400","Sales"
"Jonsson","Jaewon","39209","Sales"
"Perl","Leucio","406891","Sales"
"Pettit","Debaprosad","72267","Sales"
"Gecseg","Dhritiman","24016","Sales"
"Hellwagner","Jouni","101860","Sales"
"Erva","Constantijn","461271","Sales"
"Takanami","Valdiodio","271847","Sales"
"Asrin","Nectarios","47733","Sales"
"Vanwelkenhuysen","Anestis","246671","Sales"
"Codenie","Otmar","457821","Sales"
"Gulak","Fumiko","430276","Sales"
"Perry","Vidya","434645","Sales"
"Zultner","Margareta","430040","Sales"
"Schurmann","Weiyi","46689","Sales"
"Ranum","Zissis","498862","Sales"
"Luon","Eishiro","452749","Sales"
"Gewali","Jamaludin","249141","Sales"
"Vidal","Fayez","490468","Sales"
"Cools","Vitali","477472","Sales"
"Basart","Domenick","71066","Sales"
"Merks","Marla","59673","Sales"
"Valtorta","Heeju","266969","Sales"
"Kalsbeek","Takanari","291357","Sales"
"Schmittgen","Zhonghua","424034","Sales"
"Cichocki","Renee","70180","Sales"
"Erbe","Huei","52304","Sales"
"Felcyn","Felicidad","417674","Sales"
"Maquelin","Seongbin","108320","Sales"
"Solovay","Brewster","279033","Sales"
"Kalafatis","Tonny","450554","Sales"
"Colorni","Paloma","410185","Sales"
"Cheshire","Adit","494557","Sales"
"Karlin","Tsuneo","218714","Sales"
"Hennebert","Ortrud","443078","Sales"
"Masamoto","Marsal","442532","Sales"
"Baby","Janalee","46401","Sales"
"Callaway","Paloma","62696","Sales"
"Luff","DeForest","435934","Sales"
"Fritzsche","Mahendra","436514","Sales"
"Przulj","Jianwen","429608","Sales"
"Thorelli","Pranay","293231","Sales"
"Nittel","Jinxi","438754","Sales"
"Rodier","Faiza","57013","Sales"
"Businaro","Munir","11672","Sales"
"Vieth","Mostafa","231037","Sales"
"Mundy","Jiafu","289619","Sales"
"Kuszyk","Torsten","25658","Sales"
"Soicher","Yakkov","414139","Sales"
"Busillo","Shrikanth","277236","Sales"
"Fujisaki","Tadahiro","215489","Sales"
"Spinelli","Candida","32974","Sales"
"Kambil","Josyula","250164","Sales"
"Pollock","Weijing","34725","Sales"
"Valette","Bernt","36178","Sales"
"Matheson","Jaewon","272681","Sales"
"Herath","Manu","107247","Sales"
"Mitchem","Eckart","212737","Sales"
"Heydon","Wojceich","58334","Sales"
"Dalphin","Manibrata","449278","Sales"
"Azadmanesh","Vojin","104178","Sales"
"Morrin","Kwangyoen","107132","Sales"
"Heping","Paloma","56777","Sales"
"Fontet","Szabolcs","29818","Sales"
"Waschkowski","Fun","54498","Sales"
"Pappas","Martijn","476427","Sales"
"Swick","Masato","55748","Sales"
"Bondorf","Radhia","295261","Sales"
"DuBourdieux","Peer","457681","Sales"
"Molberg","Mansur","497775","Sales"
"Ratnakar","Willard","456423","Sales"
"Kilgour","Padma","44749","Sales"
"Lipner","Harngdar","402349","Sales"
"Keohane","Arnd","34604","Sales"
"Schaar","Nadjib","447899","Sales"
"Lueh","Toong","90018","Sales"
"Bernick","Remmert","223457","Sales"
"Prampolini","Gianluca","430064","Sales"
"Heuser","Idoia","253478","Sales"
"Karlin","Lalit","419004","Sales"
"Mitchem","Bodh","67725","Sales"
"Vesna","Tsz","258385","Sales"
"Hennebert","Jaihie","417831","Sales"
"Baak","Shaunak","496773","Sales"
"Kuszyk","Toshimori","212805","Sales"
"Speel","Tru","75679","Sales"
"Chinin","Rance","263955","Sales"
"Danlos","Vitali","247953","Sales"
"Lally","Amalendu","102824","Sales"
"Emmart","Achilleas","232926","Sales"
"Eiron","Troy","212796","Sales"
"Pashtan","Akeno","422812","Sales"
"Sinitsyn","Mabo","486174","Sales"
"Schlenzig","Premsyl","471525","Sales"
"Impagliazzo","Vitaly","219837","Sales"
"Ranum","Oguz","282036","Sales"
"Mullainathan","Souichi","256193","Sales"
"Orsini","Monique","67275","Sales"
"Pesch","Tokuyasu","415619","Sales"
"Nyrup","Faiza","432908","Sales"
"Teitelbaum","Shahab","491574","Sales"
"Schwabacher","Spyrose","495284","Sales"
"Demri","Isamu","210757","Sales"
"Kemmerer","Shigenori","109973","Sales"
"Joslin","Khue","445278","Sales"
"Yemenis","Aiman","90248","Sales"
"Brendel","Apostol","286927","Sales"
"Hiroyama","Serap","22126","Sales"
"Emden","Ugo","246803","Sales"
"Calkin","Arfst","466016","Sales"
"Valiente","Adin","284560","Sales"
"Back","Khalil","405636","Sales"
"Reinhart","Nevio","249564","Sales"
"Tsunoo","Anyuan","44103","Sales"
"Masada","Stamatina","235204","Sales"
"Hanratty","Subhash","454600","Sales"
"Rabehasaina","Shalesh","240680","Sales"
"Vuskovic","Xumin","202418","Sales"
"Minakawa","Gina","201960","Sales"
"Theuretzbacher","Shietung","231021","Sales"
"Meszaros","Yonghong","37733","Sales"
"Rajala","Atreyi","76204","Sales"
"Zockler","Chandrasekaran","241793","Sales"
"Bruckman","Huican","424792","Sales"
"Jayawardene","Shem","201228","Sales"
"Matzat","Shuji","76937","Sales"
"Wielonsky","Roded","437885","Sales"
"Suppi","Kristina","47318","Sales"
"Luks","Gita","85137","Sales"
"Impagliazzo","Sachin","53059","Sales"
"Iisaka","Hugh","43181","Sales"
"Detkin","Xiaocheng","436288","Sales"
"Gire","Fun","233127","Sales"
"Bratten","Alper","227918","Sales"
"Klerer","Ashish","446781","Sales"
"Jenevein","Baziley","200679","Sales"
"Flanders","Bogdan","55635","Sales"
"Ginneken","Gunilla","271675","Sales"
"Frezza","Herbert","262799","Sales"
"Gyorkos","Vugranam","57213","Sales"
"Foote","Jianhui","435595","Sales"
"Luef","Steve","429035","Sales"
"Strehl","Dipayan","249720","Sales"
"Bodoff","Gift","469967","Sales"
"Verspoor","Ayonca","485547","Sales"
"Meszaros","Qunsheng","416980","Sales"
"Siprelle","Herb","292032","Sales"
"Narwekar","Oguz","269983","Sales"
"Lyonns","Arfst","265848","Sales"
"Tiemann","Adel","47217","Sales"
"Jayawardene","Subhrajyoti","11359","Sales"
"Vernadat","Shaowen","227412","Sales"
"Nyanchama","Masadi","235988","Sales"
"Besselaar","Youjian","13479","Sales"
"Garigliano","Dinah","234349","Sales"
"Harllee","Serenella","205325","Sales"
"Talmor","Morrie","278901","Sales"
"Falco","Satosi","492252","Sales"
"Papadias","Theron","478288","Sales"
"Senzako","Weijing","474718","Sales"
"McConalogue","Kshitij","449598","Sales"
"Erde","Arve","486557","Sales"
"Hagimont","Ramalingam","75317","Sales"
"Ecklund","Lenore","37215","Sales"
"Heuter","Suzette","84876","Sales"
"Pusterhofer","Vojin","405403","Sales"
"Gadepally","Zhaofang","72693","Sales"
"Junot","Doohun","259840","Sales"
"Ferretti","Shin","494325","Sales"
"Matheson","Udaiprakash","238439","Sales"
"Azadmanesh","Lijie","215573","Sales"
"Trogemann","Muneo","470862","Sales"
"Bach","Youjian","282599","Sales"
"Panwar","Gro","417598","Sales"
"Rijsenbrij","Sailaja","217368","Sales"
"Fioravanti","Khalil","426926","Sales"
"Welham","Munehiko","491326","Sales"
"Hitomi","Joydip","441526","Sales"
"Flexer","Jaideep","442610","Sales"
"Deville","Zhenbing","248274","Sales"
"Kropp","Magy","55105","Sales"
"Gilg","Ziyad","445683","Sales"
"Rande","Arup","218296","Sales"
"Seghrouchni","Fusako","19869","Sales"
"Khalid","Mara","481124","Sales"
"Talmor","Nahla","73122","Sales"
"Ranze","Sandeepan","494254","Sales"
"Felder","Zdislav","292601","Sales"
"Rosenbaum","Rajmohan","42016","Sales"
"Pews","Youjian","262168","Sales"
"Birke","Masanao","298093","Sales"
"Peres","Sushant","45603","Sales"
"Bernick","Uli","86362","Sales"
"Wrigley","Phuoc","256144","Sales"
"Crelier","Deniz","228682","Sales"
"Mattern","Kwun","283338","Sales"
"Petersohn","Sasan","103118","Sales"
"Lorho","Mong","52286","Sales"
"Seghrouchni","Chiranjit","56409","Sales"
"Tchuente","Constantino","465783","Sales"
"Quadeer","Chiradeep","228952","Sales"
"Kowalchuk","Carrsten","18703","Sales"
"Piazza","Snehasis","429665","Sales"
"Benantar","Hyuncheol","40226","Sales"
"Pargaonkar","Falguni","278105","Sales"
"Suri","Herb","101456","Sales"
"Reghbati","Nechama","403378","Sales"
"Smailagic","Sajjan","469889","Sales"
"Cangellaris","Gurbir","67976","Sales"
"Montemayor","Basil","252371","Sales"
"Plump","Toney","215878","Sales"
"Takanami","Thanasis","61901","Sales"
"Peroz","Francesca","267635","Sales"
"Noriega","Masasuke","21273","Sales"
"Bouloucos","Hauke","92539","Sales"
"Remmele","Joydip","91692","Sales"
"Magalhaes","Zeydy","255314","Sales"
"Brizzi","Georg","84312","Sales"
"Giarratana","Ronghao","91604","Sales"
"Ossenbruggen","Ebbe","222543","Sales"
"Michaeli","Shao","429626","Sales"
"Radhakrishnan","Khosrow","226292","Sales"
"Kroll","Sadok","278261","Sales"
"Leonhardt","Valeska","439554","Sales"
"Weisert","Becky","212417","Sales"
"Roison","Xiaoqiu","424616","Sales"
"Denis","Rayond","454307","Sales"
"Couchot","Slavian","498813","Sales"
"Bolsens","Zsolt","226699","Sales"
"Baumann","Moss","481196","Sales"
"Reghbati","Marla","479547","Sales"
"Kropf","Jiann","217412","Sales"
"Yoshizawa","Luerbio","95745","Sales"
"Glowinski","Vitaly","248220","Sales"
"Gargeya","Dipayan","225682","Sales"
"Compeau","Fen","77714","Sales"
"Miake","Nakhoon","418729","Sales"
"Gimbel","Hyuckchul","96378","Sales"
"Spieker","Jouni","63688","Sales"
"Bellmore","Chinhyun","475000","Sales"
"Scharstein","Turgut","250853","Sales"
"Valette","Giri","403747","Sales"
"Rabejac","Luigi","498792","Sales"
"Pfau","Danai","456751","Sales"
"Sherertz","Kensei","272236","Sales"
"Rouquie","Turgut","82399","Sales"
"Bottner","Fayez","28779","Sales"
"Emmart","Holgard","495861","Sales"
"Woycyznski","Conor","266703","Sales"
"Bardell","Elrique","294252","Sales"
"Ranst","Lunjin","104044","Sales"
"Perez","Fumiya","32236","Sales"
"Matteis","Piyush","267137","Sales"
"Falby","Terresa","259295","Sales"
"Selenyi","Herbert","413465","Sales"
"Saoudi","Vugranam","47571","Sales"
"Granlund","Zita","435000","Sales"
"Savasere","Xinyu","245410","Sales"
"Panwar","Vishwani","230852","Sales"
"Loncour","Rafael","69594","Sales"
"England","Ohad","37646","Sales"
"Bottner","Menkae","210101","Sales"
"Thiria","Huican","424603","Sales"
"Smailagic","Aleksander","219320","Sales"
"Birch","Vojin","415632","Sales"
"Minakawa","Eishiro","46823","Sales"
"Bellone","Hongzhu","415436","Sales"
"Akazan","Sudharsan","459049","Sales"
"Siprelle","Zhanqiu","101869","Sales"
"Veccia","Saeko","250790","Sales"
"Pews","Lene","81988","Sales"
"Karcich","Patricia","424677","Sales"
"Janocha","Stevo","450718","Sales"
"Covnot","Yunming","277306","Sales"
"Bennet","Younwoo","53906","Sales"
"Sinicrope","Xiaoqiu","404566","Sales"
"Barinka","Serenella","456942","Sales"
"Merks","Ferdinand","17951","Sales"
"Luby","Yoshimitsu","291294","Sales"
"Budinsky","Almudena","24876","Sales"
"Boreale","Yannik","203434","Sales"
"Pettey","Pradeep","287033","Sales"
"Cappello","Seongbin","229678","Sales"
"Androutsos","Masako","200625","Sales"
"Frolund","Theron","296429","Sales"
"Morton","Tadahiko","224281","Sales"
"Tsunoo","Boguslaw","70881","Sales"
"Pettis","Gil","249261","Sales"
"Furudate","Marie","68988","Sales"
"Luef","Marl","30185","Sales"
"Zucker","Alair","68599","Sales"
"Gecsel","Mayumi","75450","Sales"
"Riexinger","Zvonko","56711","Sales"
"Ananiadou","Gennadi","91681","Sales"
"Zaiane","Krister","201544","Sales"
"Hempstead","Jordanka","416659","Sales"
"Plavsic","Taiji","268233","Sales"
"Zweizig","Mabhin","250357","Sales"
"Kusalik","Manibrata","223461","Sales"
"Rikino","Denny","499379","Sales"
"Cardazo","Mari","420906","Sales"
"Danner","Luise","32585","Sales"
"Bardell","Shan","468296","Sales"
"Brookner","Pragnesh","226849","Sales"
"Emden","Isaac","33344","Sales"
"Tasistro","Arco","413862","Sales"
"Soloway","Berna","233590","Sales"
"Bruckman","Manu","464204","Sales"
"Fujisawa","Huiqun","272369","Sales"
"Perko","Xiadong","297511","Sales"
"Papastamatiou","Constantijn","485288","Sales"
"Marakhovsky","Oscar","23418","Sales"
"Lindenbaum","Renee","293540","Sales"
"Poehlman","Ung","252973","Sales"
"Valette","Kitty","287476","Sales"
"Gihr","Luisa","418865","Sales"
"Magalhaes","Navid","287613","Sales"
"Gopalakrishnan","Paloma","51209","Sales"
"Rodiger","Achilleas","33297","Sales"
"Edelhoff","Sajjad","406251","Sales"
"Garnier","Bartek","68693","Sales"
"Erdi","Serge","295342","Sales"
"Couchot","Kellyn","469723","Sales"
"Acton","Kolar","295148","Sales"
"Brodie","Sahrah","257749","Sales"
"Chachaty","Sudharsan","228654","Sales"
"Bellmore","Premal","409292","Sales"
"Furedi","Girolamo","36610","Sales"
"Mateescu","Feiyu","419617","Sales"
"Braunmuhl","Abdulla","61954","Sales"
"Parhami","Tran","412702","Sales"
"Orlowska","Shridhar","484748","Sales"
"Basart","Lein","294168","Sales"
"Junot","Mohamadou","23767","Sales"
"Merey","Becky","62948","Sales"
"Rehfuss","Nevin","236570","Sales"
"Peltason","Zvonko","404091","Sales"
"Lindenbaum","Saddek","32238","Sales"
"Polajnar","Mang","34169","Sales"
"Magalhaes","Hideyuki","95104","Sales"
"Cooley","Fox","105977","Sales"
"Bernardinello","Shooichi","254924","Sales"
"Hiraishi","Tsutomu","485600","Sales"
"Schaaf","Tran","37825","Sales"
